"","Ctr_1.bam","Ctr_2.bam","Ctr_3.bam","TTT_1.bam","TTT_2.bam","TTT_3.bam"
"ENSG00000207607",3.07202072642835,3.94210407236136,4.53677667984737,2.39868754361295,2.47580959941014,2.97583174618275
"ENSG00000272141",4.53370800755152,7.60444592023257,11.2353731198905,7.24878103839078,6.96321449834101,10.1371829402485
"ENSG00000186891",103.110889220926,98.4000042320395,111.288045401625,98.3461892881309,108.316669974194,110.371905903136
"ENSG00000186827",18.0357345874181,12.7418976790519,17.7512805661142,11.0972247896819,11.7085162305438,12.5323645896151
"ENSG00000078808",193.562080125683,210.508357464097,213.167607621553,185.33156174882,210.0053913333,215.54215468896
"ENSG00000176022",69.244338148123,66.6342752876566,64.7632483089622,71.3016462139893,71.4116331329862,71.1054431059438
"ENSG00000184163",5.2026157463706,5.74784206679786,8.61683087514635,3.82208454751514,5.23530571541936,4.3790694801551
"ENSG00000160087",55.6679884861654,49.4924808052595,49.8740953126845,57.3049090089511,58.1557359028111,62.2021416214296
"ENSG00000162572",8.59670316185999,11.9534768645796,14.3410860148195,6.72159696287145,6.7568970317235,9.65330785956842
"ENSG00000131584",94.6132835018539,116.966042766387,145.603128074028,83.1369287093983,94.0549750942581,109.573512020013
"ENSG00000169972",10.1574878857712,10.1477388701431,9.10400152533131,11.7034864765291,12.8432622969401,13.6210835211454
"ENSG00000127054",143.319676632162,144.662502990913,154.950714924452,149.72027744749,157.858651645724,176.662791956312
"ENSG00000240731",1.41213855972916,2.13636607792487,2.28361242274197,0.97529053971076,1.36685321634101,2.03227533885651
"ENSG00000224051",19.9433603610873,17.7267518608766,21.8617829270498,17.8451809563293,19.522790278682,21.2421160418573
"ENSG00000169962",3.76570282594443,4.22186629685153,4.47588034857425,2.84679400780438,4.22950806565899,4.20971320191706
"ENSG00000107404",133.186963107087,126.681421835045,134.580892113593,147.664259552964,176.091957758046,178.574098524999
"ENSG00000162576",2.67563095527631,4.22186629685153,4.32363952039146,1.87150346809362,1.88264688288479,2.41937540340061
"ENSG00000175756",101.847396825379,86.3193627199643,98.6216084968164,113.212780217776,128.019988036166,116.662281951977
"ENSG00000221978",116.067879865458,202.039191940895,242.458742963924,140.995380997645,164.280282794194,201.17106479276
"ENSG00000224870",28.8125814906143,27.4166980000358,28.4994830358197,31.3147340858482,32.0307866923687,33.2180242886903
"ENSG00000242485",38.1772898340814,32.9610766308408,33.3407413720327,43.2027349888091,44.6419418393641,42.0003570030345
"ENSG00000272455",2.37833862691227,5.16288468831843,4.87170650184953,6.80067457419935,5.44162318203687,6.91941365372573
"ENSG00000235098",3.4684104975804,4.45076266234348,3.9887096983893,2.08237709830135,1.28948416635945,1.35485022590434
"ENSG00000205116",3.86480026873244,4.85768953432917,6.5463556118603,2.24053232095715,2.19212308281106,3.09680051635278
"ENSG00000179403",98.1312427208283,100.38377273297,110.739978420167,82.7151814489828,83.532784296765,89.9765712524685
"ENSG00000215915",3.66660538315642,4.45076266234348,7.61204140913989,3.76936613996321,3.84266281575115,4.95971957697124
"ENSG00000160072",39.1930386226585,51.3999505176924,55.4461096241749,61.6014592244337,72.8816450826359,78.2184067919416
"ENSG00000197785",53.1657780557681,52.3664018386584,60.5918496167535,97.0545883031086,101.250296742544,106.936392830307
"ENSG00000160075",111.930561629059,105.648389139285,101.301047072834,127.10408060771,119.535182221521,119.976826254636
"ENSG00000228594",5.1778413856736,5.44264691280859,3.89736520147962,6.29984970245599,6.93742481501382,8.80652646837821
"ENSG00000272106",4.01344643291446,5.84957378479428,3.74512437329682,3.18946365689194,4.82267078218433,4.64520077452916
"ENSG00000197530",47.7649674238215,52.1375054731664,65.7375896093321,45.4432673097662,53.7199103705346,57.9198471574105
"ENSG00000248333",39.7628489186896,38.9378150631306,40.1002341433489,47.209333962756,48.2524975051705,52.7907713022012
"ENSG00000189339",66.2961892251796,90.0071374973346,90.1265702842163,67.1105328136107,58.7488986193364,78.0248567596696
"ENSG00000269737",4.93009777870357,8.77436067719142,9.86520566624529,4.1647541966027,4.30687711564055,7.13715744003179
"ENSG00000268575",2.6013078731853,3.10281739889088,3.34929822002155,1.79242585676572,2.03738498284793,2.7822817139107
"ENSG00000215790",31.5129868065876,43.3122789369768,37.7861735549704,30.4975987687932,26.0217904771336,33.5325430911324
"ENSG00000008130",57.4765168170466,62.2343784843113,64.0324923336847,76.8370790069423,75.0479784821198,85.4039517400414
"ENSG00000078369",436.27649187422,397.058895340036,344.00337536185,422.010852453223,396.954805772092,409.624449549757
"ENSG00000178821",8.77012368673901,7.55358006123436,10.0783428257012,8.72489644984491,11.2185122473272,9.33878905712634
"ENSG00000142609",4.38506184336951,5.4680798423077,7.52069691223021,3.42669649087564,3.14634136591705,3.94358190754299
"ENSG00000067606",33.9904228762879,31.2062044954025,32.0010220840241,24.5667779192008,24.1391435942488,27.3873295664949
"ENSG00000182873",1.7342052487902,2.18723193692308,3.47109088256779,1.92422187564555,1.21211511637788,2.92744423811473
"ENSG00000162585",58.7895579339878,49.4670478757603,59.3434748256546,55.9869488201528,63.881045601447,62.4682729158037
"ENSG00000157933",73.6046256307955,85.4292101874956,81.1443614214312,76.8634382107183,72.7011172993456,80.6861697034102
"ENSG00000116151",6.1192670921597,6.71429338776387,7.88607489986892,6.61616014776759,6.55057956510599,9.00007650065026
"ENSG00000157916",48.5329726054286,53.1293897236315,52.1577077354265,53.7991349067476,57.5625731862857,57.8472658953085
"ENSG00000157911",17.044760159538,15.6158187124508,16.8987319282906,19.2685779602315,19.0585759787926,20.129203356293
"ENSG00000149527",24.6752632542148,25.1277343451163,30.9048881211079,10.6227591217145,12.5853654636682,14.5646399284716
"ENSG00000157881",33.4206125802569,32.1980887458677,34.9240459851338,31.2092972707443,35.4092352082304,36.8228936397572
"ENSG00000272449",3.19589252991337,2.31439658441861,2.8621275698366,2.58320197004472,2.63054769937327,2.27421287919657
"ENSG00000238164",17.342052487902,22.2792462412165,23.4146393745143,10.9127103632501,11.9664130638157,13.4033397348394
"ENSG00000157873",13.8488676296246,13.4285867755277,18.4515883757551,11.1763024010098,10.0321868142765,13.6936647832474
"ENSG00000157870",51.927060020918,51.6797127421825,49.9654398095942,48.2900613175706,45.0803664559263,57.0004845041183
"ENSG00000177133",4.68235417173354,5.84957378479428,7.12487075895493,4.58650145701817,3.43002788251613,4.06455067771302
"ENSG00000142611",23.5604170228497,32.4015521818605,29.38247983928,16.2636287297713,18.3880442122857,23.806653969462
"ENSG00000272235",6.14404145285671,6.48539702227192,6.75949277131622,4.50742384569027,4.51319458225806,5.37101339554935
"ENSG00000130762",110.122033298178,107.683023499213,114.332861965281,99.7168678844812,107.852455674304,114.557425351019
"ENSG00000162591",13.9231907117156,23.4491609981753,25.2110811470713,12.6787770162399,14.5969607631889,18.1211217714705
"ENSG00000158109",61.5395119713551,54.4264691280859,53.0407045388867,52.7974851632609,47.5303863720092,48.2665392978421
"ENSG00000116213",37.3845102917773,38.7343516271378,40.7091974560801,37.2455549354406,41.3666520568111,43.887469817687
"ENSG00000235169",2.74995403736732,2.41612830241503,3.04481656365596,1.89786267186959,1.70211909959447,1.74195029044844
"ENSG00000130764",67.8817483097878,67.0666350891414,64.9763854684181,77.2324670635818,73.5521768491429,76.6458127797312
"ENSG00000116198",37.7313513415353,42.1932300390162,44.4238736637404,38.3262822902553,41.3666520568111,44.5165074225712
"ENSG00000169598",15.3848779928388,19.4816239963149,17.2336617502927,21.5354694849646,20.5285879284424,21.4356660741294
"ENSG00000198912",29.9274277219794,32.4015521818605,31.7574367589316,32.5272574595426,34.4292272417972,33.8228681395405
"ENSG00000236423",3.04724636573135,4.27273215584974,3.22750555747531,3.32125967577178,2.24370244946544,3.36293181072684
"ENSG00000233304",2.77472839806432,4.1201345788551,4.26274318911834,3.00494923046018,3.17213104924424,3.89519439947498
"ENSG00000226374",2.08104629854824,2.41612830241503,3.13616106056563,2.16145470962925,2.39844054942857,2.49195666550262
"ENSG00000131697",28.9116789334023,39.4210407236136,40.374267634078,26.1483301457588,26.1765285770968,32.2986616353981
"ENSG00000069424",112.871987335545,120.297756530769,122.12759236824,135.380870593364,142.926424999281,156.485201091951
"ENSG00000116254",3.14634380851936,4.83225660483006,6.12008129294847,2.95223082290825,4.74530173220276,4.33068197208709
"ENSG00000116251",334.52819249163,279.81309034916,263.346184590604,342.511493864908,319.044172440654,289.16374821444
"ENSG00000158286",11.6687238882883,14.1661417310018,17.3859025784755,11.7562048840811,11.0121947807097,18.4356405739126
"ENSG00000116237",78.336528523923,81.3345085381396,79.0738861581452,94.5504639443918,91.3728480282304,89.7104399580945
"ENSG00000158292",111.732366743483,120.27232360127,115.642133087653,74.5174690746572,74.4548157655945,80.2022946227301
"ENSG00000097021",91.0210012007885,84.4373259370305,78.738956336143,93.7596878311128,107.826665990977,104.081529854294
"ENSG00000069812",20.2406526894513,20.7532704712701,22.3185054115981,14.4448436692296,15.6285480962765,14.9275462389817
"ENSG00000187017",121.988952072042,113.837792437997,115.67258125329,85.7728490869949,88.8970384288203,92.1298153614951
"ENSG00000215788",12.4615034305924,18.3880080278533,25.4851146378003,9.6738277857797,10.7542979474378,15.967877662444
"ENSG00000171680",51.927060020918,62.2089455548122,77.1860998886785,32.5008982557667,38.4782075241659,46.3552327291556
"ENSG00000162408",29.1841969010694,29.8582592319499,33.1580523782133,33.818858444565,32.0049970090415,34.4277119903906
"ENSG00000204859",22.4455707914846,23.4745939276744,29.4433761705531,21.9572167453801,20.2964807784977,25.4760229978084
"ENSG00000162413",63.7444300733883,70.7798427960108,67.6558240444353,61.36422639045,65.8668512176406,74.8070874731468
"ENSG00000116273",37.6818026201413,39.6753700186047,40.3133713028048,35.2422554484672,34.7129137583963,35.903530986465
"ENSG00000041988",18.9276115725102,17.574154283882,19.1214480197594,17.0544048430503,17.4080362458525,18.3872530658446
"ENSG00000007923",27.4252172915822,32.4524180408587,26.3681114412606,37.4300693618724,36.8018781078986,45.2181262895573
"ENSG00000171735",34.0151972369849,28.5611798274956,29.0171018516413,31.8946365689194,33.8618542085991,27.6292671068349
"ENSG00000049245",67.7083277849088,64.5742079982291,57.3338958936416,55.9342304126009,54.596759603659,52.6698025320312
"ENSG00000049246",5.2026157463706,5.72240913729875,3.89736520147962,6.98518900063112,6.57636924843318,6.04843850850152
"ENSG00000116288",212.886081469346,170.782121586494,179.004765777334,214.405763513711,210.108550066608,204.558190357521
"ENSG00000116285",171.68631963023,175.74154283882,170.113901411458,165.00861563755,153.603353896737,147.049637018689
"ENSG00000162426",2.67563095527631,2.18723193692308,3.37974638565811,1.89786267186959,2.70791674935484,2.56453792760464
"ENSG00000142599",137.175635179305,168.925517733059,153.763236464626,122.385783131812,109.709312873862,128.251090134266
"ENSG00000074800",1984.84745596178,1763.92625833997,1503.71310812713,1918.39649161106,1961.79542101594,2054.72714260007
"ENSG00000180758",36.0962435355332,38.6834857681396,40.922334615536,34.5569161502921,38.5039972074931,39.0003315028178
"ENSG00000228526",5.02919522149158,9.81711078665475,12.4837479109894,6.61616014776759,7.14374228163134,9.70169536763643
"ENSG00000049239",181.794258794607,228.285975183972,219.074551755046,167.354584773611,144.190119482313,183.751561888276
"ENSG00000171621",36.9633461599283,34.7413816957782,32.6099853967553,38.0099718449437,37.7045170243502,38.2503251277636
"ENSG00000171612",28.4409660801593,22.3809779592129,21.8922310926863,32.9490047199581,31.0765684092627,29.5647674295554
"ENSG00000188807",27.4499916522792,28.1288200260108,28.2558977107273,31.8682773651435,35.3318661582489,36.2906310510091
"ENSG00000171608",33.9408741548939,40.7435530575671,40.5874047935339,30.0758515083778,30.7670922093364,30.7502613772217
"ENSG00000231789",19.4974218685412,16.8111663989088,18.9692071915766,14.0494556125901,12.7401035636313,13.1130146864313
"ENSG00000171603",87.4534932604201,103.969815792344,102.914799851571,84.4812481019726,77.7301055481475,98.6863227047107
"ENSG00000178585",82.8454621707775,77.8756301262613,70.8224332706375,54.5371926124747,47.3498585887189,52.9359338264053
"ENSG00000162441",25.0964273860639,20.3717765287836,19.2736888479422,25.990174923103,22.4886038613088,24.4356915743461
"ENSG00000173614",12.6844726768655,12.3858366660644,13.2449520519034,12.0197969218407,10.9606154140553,14.3710898961996
"ENSG00000130939",64.8592763047535,73.6283308999106,65.463556118603,69.9573268214151,61.1989185354194,63.4602168311979
"ENSG00000054523",66.8659995212107,77.4432703247765,68.2038910258934,76.2308173200951,67.1305457006728,80.7345572114782
"ENSG00000142657",198.343531740205,174.190134139374,153.671891967716,217.305275929068,205.801672950968,213.534073104138
"ENSG00000160049",75.8838668149197,82.0211976346155,76.9120663979494,110.576859840179,106.047177841401,110.928362245918
"ENSG00000142655",34.535458811622,35.6061012987478,33.4320858689424,33.6870624256852,34.0939613585438,34.9841683331728
"ENSG00000130940",21.7023399705745,27.3658321410376,29.4433761705531,19.3740147753354,19.4454212287005,22.8872913161697
"novel.14",20.7609142640884,34.3090218942934,41.5617460939038,15.736444654252,12.4048376803779,20.6372721910072
"novel.15",2.25446682342726,4.75595781633274,5.14573999257856,1.58155222655799,1.23790479970507,2.3951816493666
"ENSG00000120948",93.6966321560648,94.6359306661718,101.087909913378,103.723466858428,109.322467623954,98.2750288861326
"ENSG00000009724",1.61033344530519,3.33171376438283,2.74033490729036,1.10708655859059,1.52159131630415,2.49195666550262
"ENSG00000116649",78.088784916953,73.1705381689267,64.5501111495063,106.570260866232,116.956213888802,116.686475706011
"ENSG00000171824",46.8978647994264,53.4345848776208,51.7009852508781,64.5273308435659,60.4510177189309,67.863480065387
"ENSG00000198793",63.4966864664183,69.4318975325582,59.8306454758395,78.1023207881887,71.8242680662212,82.5490887640287
"ENSG00000120942",20.2654270501483,19.1001300538283,17.7512805661142,27.6244455572129,25.8670523771705,30.3389675586436
"ENSG00000116661",82.9941083349596,67.1429338776387,82.4840807094398,53.2455916274523,57.459414452977,57.4601658307644
"ENSG00000132879",18.2091551122971,24.6699416141324,27.4946935698133,17.0280456392743,20.5543776117696,21.4114723200954
"ENSG00000116663",4.03822079361147,4.1201345788551,4.68901750803017,5.1136855325375,5.64794064865438,6.43553857304561
"ENSG00000116670",62.9764248917813,52.1120725436673,56.9685179060029,66.7942223682991,71.6437402829309,70.3070492228216
"ENSG00000162490",3.66660538315642,4.70509195733453,4.93260283312265,2.58320197004472,2.42423023275576,1.74195029044844
"ENSG00000177674",25.5671402393069,26.8571735510555,25.7286999628928,31.9209957726954,26.3312666770599,31.0163926715958
"ENSG00000177000",34.0151972369849,38.8360833451342,39.3390300024349,23.6969241945939,19.935425211917,27.0728107640528
"ENSG00000011021",20.9343347889674,31.0027410594097,30.6613027960155,24.8567291607364,25.7381039605346,32.6857616999422
"ENSG00000116685",110.444099987239,121.41680542873,110.831322917077,115.163361297198,110.844058940258,120.678445121622
"ENSG00000083444",64.0664967624494,69.2538670260645,66.8337235722482,61.1533527602422,63.1589344682857,66.0005610047685
"ENSG00000116688",103.953217484624,104.758236606816,97.677715362083,108.652637964534,117.110951988765,126.33978356558
"ENSG00000116691",23.3869964979707,25.7889905120931,31.2702661087467,29.86497787817,33.6297470586544,38.1051626035595
"ENSG00000028137",146.094405030226,170.629524009499,164.694127928151,145.792756084871,144.49959568224,163.283645975507
"ENSG00000048707",54.5283678941033,80.2408925696781,78.4040265141408,50.7678264725114,48.2524975051705,56.4924156694042
"ENSG00000162496",29.1346481796754,28.0270883080143,31.1484734462004,39.301572829966,40.3608544070507,42.6052008538847
"ENSG00000116731",34.832751139986,39.014113851628,36.9031767515102,29.7068226555142,30.7670922093364,34.0164181718125
"ENSG00000189337",2.99769764433735,3.94210407236136,4.17139869220866,3.79572534373917,5.05477793212903,3.84680689140696
"ENSG00000171729",6.58997994540276,8.69806188869411,8.40369371569044,8.75125565362087,8.97480979786175,9.79847038377246
"ENSG00000142634",255.894371639342,234.339012404759,255.125179868732,233.753419085271,256.865245938802,255.147330042628
"ENSG00000132906",21.0334322317554,21.4653924972451,17.5076952410217,16.8962496203945,18.2075164289954,19.3550032272049
"ENSG00000116138",23.4365452193647,27.7981919425224,25.7591481285294,29.3905122102026,25.0675721940277,26.2986106349646
"ENSG00000116771",15.7069446818998,12.9962269740429,13.2449520519034,16.7908128052906,16.6085560627097,16.7420777915322
"ENSG00000197312",48.4338751626406,48.7549258497854,47.1337604053942,50.8996224913913,53.4878032205899,50.0810708503925
"ENSG00000116786",52.7693882846161,55.9270119685332,54.8980426427169,53.3773876463321,54.1583349870968,57.3633908146284
"ENSG00000162458",63.1002966952663,64.8285372932201,78.0082003608656,36.6920116561453,33.990802625235,41.3713193981504
"ENSG00000233954",10.3556827713472,9.15585461967801,11.5703029418926,10.6491183254905,10.4448217475115,9.87105164587447
"ENSG00000179743",7.58095437328287,8.57089724119858,6.39411478367751,7.22242183461482,8.20111929804608,8.51620141997013
"ENSG00000065526",92.0615243500626,125.893001020573,117.651712019666,93.9442022575445,95.8860426104885,113.29935014125
"ENSG00000116809",32.4791868737707,31.5113996493918,30.3568211396499,29.4432306177546,30.3802469594286,36.000306002601
"ENSG00000183888",5.74765168170466,3.73864063636852,4.35408768602802,1.79242585676572,0.72211113316129,1.01613766942825
"ENSG00000185519",18.0357345874181,16.5059712449195,17.5990397379314,13.9440187974863,14.6743298131705,15.3146463035258
"ENSG00000142627",274.202624194428,318.19138096331,325.308201661002,285.232944059733,348.109145550396,369.075717788763
"ENSG00000227959",2.25446682342726,2.46699416141324,2.49674958219788,1.52883381900606,1.98580561619355,1.76614404448244
"ENSG00000142632",8.44805699767797,7.83334228572452,9.68251667242594,6.85339298175129,6.93742481501382,7.33070747230384
"ENSG00000132881",3.69137974385343,2.67045759740609,3.74512437329682,3.53213330597951,3.12055168258986,3.16938177845479
"ENSG00000037637",25.889206928368,27.9762224490161,23.4146393745143,25.8847381079991,22.2822863946912,23.830847723496
"ENSG00000055070",122.211921318315,115.592664573435,112.536420192724,120.909667720358,118.864650455014,120.896188907928
"ENSG00000157191",65.6768302077546,56.2576400520215,56.6640362496373,55.064376687994,50.0319856547465,55.3553092298059
"ENSG00000080947",4.48415928615752,6.73972631726298,7.67293774041301,4.03295817772287,5.67373033198157,5.56456342782139
"ENSG00000219481",15.8555908460818,19.761386220805,18.5124847070282,17.0807640468263,16.4538179627465,19.766297045783
"ENSG00000215908",35.4273357967141,44.8382547069231,52.8580155450674,43.0182205623773,51.3988388710876,57.1214532742883
"ENSG00000236698",9.83542119671013,9.1049887606798,12.9404703955378,13.0214466653274,13.4106353301382,11.1533206096768
"ENSG00000268869",5.64855423891665,7.37554955474062,8.22100472187108,3.00494923046018,3.79108344909677,5.49198216571938
"ENSG00000058453",29.1594225403724,41.5065409425403,47.9558608775813,33.2653151652697,41.9856044566636,48.2665392978421
"ENSG00000117122",56.6837372747425,54.5027679165833,58.3082371940115,43.3081718039129,41.5987592067558,48.2665392978421
"ENSG00000159363",70.6317023471551,69.6607938980502,73.0755975277429,71.2489278064374,79.9480183142857,85.8636330666875
"ENSG00000117118",95.430837404855,80.6732523711629,77.5514778763172,111.183121527027,114.196717772793,104.008948592192
"ENSG00000142623",8.671026243951,11.3939524155993,15.9852869591938,11.5980496614253,17.3822465625253,17.9033779851645
"ENSG00000179051",246.554437656572,257.737307543936,240.388267700638,295.77662557012,284.253889632276,299.446093678893
"ENSG00000074964",82.1022313498675,90.5412290168158,99.2914681408207,65.8189318285883,65.1963194511336,72.2425495455421
"ENSG00000179023",2.05627193785124,2.97565275139535,2.557645913471,1.10708655859059,0.876849233124424,1.40323773397235
"ENSG00000159423",14.9884882216867,14.8019649684794,13.5798818739056,11.5716904576493,10.1095558642581,10.5968642668947
"ENSG00000169991",28.9860020154933,33.3425705733274,36.294213438779,32.0264325877993,33.7844851586175,36.2180497889071
"ENSG00000127481",171.909288876503,235.458061302719,224.342084410171,182.19481649948,198.709510035991,244.744015808005
"ENSG00000127463",31.7359560528607,44.329596116941,42.3229502348178,48.1055468911388,44.6677315226912,52.016571173113
"ENSG00000053372",59.6318861976859,53.485450736619,50.4830586254157,85.5883346605632,84.4096335298894,80.6861697034102
"ENSG00000211454",1.48646164182017,2.08550021892666,2.98392023238284,2.29325072850908,3.22371041589862,3.09680051635278
"ENSG00000162482",4.3355131219755,4.75595781633274,5.45022164894416,5.21912234764136,4.4358255322765,5.87908223026347
"ENSG00000270728",2.65085659457931,2.46699416141324,3.07526472929251,2.34596913606102,2.55317864939171,2.75808795987669
"ENSG00000053371",70.3344100187911,62.9210675807872,57.242551396732,54.0100085369553,51.4246285544147,60.2424475446751
"ENSG00000040487",12.7340213982595,12.8181964675492,13.7321227020884,14.4975620767816,16.0927623961659,17.1291778560763
"ENSG00000077549",212.985178912134,188.992099107854,179.431040096245,186.069619454547,194.376843237023,196.598445280333
"ENSG00000173436",3.02247200503435,4.04383579035779,3.47109088256779,3.58485171353144,3.40423819918894,3.09680051635278
"ENSG00000158747",40.8033720679637,35.8604305937389,38.7300666897037,45.2587528833345,49.413033254894,51.968183665045
"ENSG00000162542",11.5200777241063,10.9870255436136,10.2001354882474,10.5963999179385,9.74850029767742,12.8226896380232
"ENSG00000169914",37.3101872096863,51.4253834471915,56.8162770778201,28.9951241535631,35.073969324977,43.0890759345648
"ENSG00000158786",4.90532341800656,5.9513055027907,9.01265702842163,3.50577410220354,4.35845648229493,4.83875080680121
"ENSG00000162543",7.53140565188887,5.84957378479428,5.17618815821512,4.82373429100187,3.45581756584332,3.96777566157699
"ENSG00000162545",95.381288683461,82.0974964231128,100.3571539381,65.8452910323643,64.9642123011889,63.0973105206878
"ENSG00000090432",28.4409660801593,25.0768684861181,25.5155628034369,26.9391062590377,28.2654929265991,29.1050861029093
"ENSG00000183114",4.58325672894553,4.27273215584974,4.96305099875921,3.74300693618724,2.88844453264516,3.02421925425076
"ENSG00000158825",37.1615410455043,30.1380214564401,35.8679391198672,17.5815889185696,24.2423023275576,25.5969917679784
"ENSG00000158828",24.8486837790939,21.9994840167263,25.6373554659831,17.7397441412254,18.2075164289954,19.984040832089
"ENSG00000117242",2.5765335124883,3.91667114286226,4.35408768602802,2.87315321158035,3.22371041589862,2.83066922197871
"ENSG00000244038",220.838651253083,225.997011529052,196.816942674721,211.427173487027,207.297474583945,217.380879995544
"ENSG00000189410",2.47743606970029,2.23809779592129,2.31406058837853,3.95388056639497,4.38424616562212,4.08874443174702
"ENSG00000127483",170.720119563047,191.204763974276,191.762547179052,174.392492181794,157.884441329051,175.840204319156
"ENSG00000075151",106.851817686173,114.855109617961,108.486814163062,106.148513605817,102.926626158811,109.815449560354
"ENSG00000117298",103.953217484624,123.654903224651,125.507338753898,128.659273630492,141.920627349521,161.444920668922
"ENSG00000227001",2.84905148015533,2.59415880890877,3.53198721384091,2.21417311718118,1.98580561619355,2.90325048408073
"ENSG00000142794",19.0267090152982,25.534661217102,21.2528196143186,14.8929501334211,16.2217108128018,17.3227278883483
"ENSG00000076864",46.0803108964253,41.3285104360466,48.2298943683103,37.4300693618724,41.7792869900461,42.6052008538847
"ENSG00000090686",60.1769221330199,67.0412021596423,71.3096039208225,63.5783995076312,63.4426209848848,63.726348125572
"ENSG00000142798",150.60333867708,240.977007004025,230.675302862575,122.886608003556,138.129543900424,195.558113856871
"ENSG00000162552",4.45938492546051,3.56061012987478,4.1409505265721,3.66392932485934,2.21791276613825,2.68550669777467
"ENSG00000184677",38.2020641947784,51.6542798126834,53.7410123485276,40.9885618716279,38.8908424574009,47.0568515961418
"ENSG00000070886",1.09007187066813,0.991884250465118,0.852548637823667,3.21582286066791,4.71951204887558,4.20971320191706
"ENSG00000133216",165.269760209706,184.668501093006,158.939424622841,130.24082585705,107.878245357631,118.501007258562
"ENSG00000004487",242.293247616688,249.547904245224,229.39647990584,246.801224954374,245.724102741456,250.187610465657
"ENSG00000169641",32.6278330379528,41.0996140705546,33.5234303658521,25.2521172173759,23.0301872111797,23.5889101831559
"ENSG00000261326",4.95487213940057,12.5893001020573,14.1888451866368,10.4909631028347,12.4822067303594,11.2500956258128
"ENSG00000125944",210.854583892191,189.068397896351,168.77418212345,239.157055859344,231.797673744774,208.695322297336
"ENSG00000125945",8.91876985092103,8.31656794620752,8.06876389368828,9.06756609893247,7.99480183142857,7.5726450126439
"ENSG00000249087",3.4931848582774,4.73052488683364,5.35887715203448,4.05931738149884,5.85425811527189,6.45973232707962
"ENSG00000204219",20.2902014108453,18.540605604848,20.9787861235895,18.4514426431765,20.5027982451152,20.9759847474833
"ENSG00000088280",5.82197476379567,7.57901299073346,7.58159324350333,5.06096712498556,5.10635729878341,5.95166349236549
"ENSG00000007968",5.05396958218858,6.05303722078713,3.53198721384091,7.22242183461482,7.84006373146544,9.67750161360243
"ENSG00000117318",4.40983620406651,3.81493942486584,3.95826153275274,3.47941489842758,3.94582154905991,4.30648821805308
"ENSG00000142676",997.267115497153,933.922604136656,1024.27629201386,1041.39942278088,1001.31024486144,914.911002549973
"ENSG00000011007",47.9631623093975,46.491395124365,45.6722484548393,44.072588713416,46.3698506222857,48.7504143785222
"ENSG00000057757",46.9226391601234,41.7608702375314,47.0728640741211,62.4449537452646,67.4400219005991,66.3634673152786
"ENSG00000011009",119.139900591887,110.480645744115,117.042748706935,100.955750461952,108.884043007392,114.581619105053
"ENSG00000117308",69.541630476487,56.130475404526,66.1029675969708,75.0973715577285,78.2201095313641,75.0732187675208
"ENSG00000117305",48.7311674910046,44.2024314694455,38.9432038491597,42.9655021548254,37.8592551243134,43.6213385233129
