Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-8978868~Fatty acid metabolism	11	14.666666666666666	2.2516600787955577E-7	ENSG00000169710, ENSG00000149084, ENSG00000095321, ENSG00000151726, ENSG00000099797, ENSG00000157184, ENSG00000107317, ENSG00000197375, ENSG00000196139, ENSG00000100075, ENSG00000178537	74	177	11044	9.2750038173767	3.895296505518342E-5	3.5412472148330133E-6	2.906688465354265E-6
REACTOME_PATHWAY	R-HSA-5362517~Signaling by Retinoic Acid	7	9.333333333333334	3.4002003982434097E-7	ENSG00000091140, ENSG00000110435, ENSG00000150768, ENSG00000165092, ENSG00000131828, ENSG00000196139, ENSG00000168291	74	43	11044	24.295411690760528	5.8821746817594445E-5	4.901955574134249E-6	4.023570471254702E-6
REACTOME_PATHWAY	R-HSA-6783984~Glycine degradation	4	5.333333333333334	1.103170110066738E-6	ENSG00000091140, ENSG00000178445, ENSG00000140905, ENSG00000145020	74	4	11044	149.24324324324326	1.908303238830067E-4	1.4680648387811207E-5	1.2050011971498215E-5
REACTOME_PATHWAY	R-HSA-556833~Metabolism of lipids	19	25.333333333333336	1.4195562531903384E-6	ENSG00000241878, ENSG00000149084, ENSG00000095321, ENSG00000111700, ENSG00000099797, ENSG00000107317, ENSG00000197375, ENSG00000176387, ENSG00000196139, ENSG00000178537, ENSG00000174915, ENSG00000169710, ENSG00000166224, ENSG00000117594, ENSG00000151726, ENSG00000157184, ENSG00000163586, ENSG00000100075, ENSG00000165029	74	758	11044	3.740925622192113	2.455532529792581E-4	1.754165941442347E-5	1.4398356282359147E-5
REACTOME_PATHWAY	R-HSA-70268~Pyruvate metabolism	6	8.0	1.6322352886710749E-6	ENSG00000091140, ENSG00000110435, ENSG00000150768, ENSG00000155380, ENSG00000131828, ENSG00000168291	74	31	11044	28.885789014821274	2.823370707846218E-4	1.8825113662673064E-5	1.5451827399419508E-5
REACTOME_PATHWAY	R-HSA-204174~Regulation of pyruvate dehydrogenase (PDH) complex	5	6.666666666666667	3.0109942081920078E-6	ENSG00000091140, ENSG00000110435, ENSG00000150768, ENSG00000131828, ENSG00000168291	74	16	11044	46.638513513513516	5.207671359337418E-4	3.109046420491932E-5	2.5519340561263256E-5
REACTOME_PATHWAY	R-HSA-70263~Gluconeogenesis	6	8.0	3.055132320714615E-6	ENSG00000111669, ENSG00000120053, ENSG00000173599, ENSG00000111640, ENSG00000105220, ENSG00000100075	74	35	11044	25.584555984555987	5.283990468833988E-4	3.109046420491932E-5	2.5519340561263256E-5
REACTOME_PATHWAY	R-HSA-382551~Transport of small molecules	18	24.0	4.248729428008548E-6	ENSG00000177542, ENSG00000003989, ENSG00000103064, ENSG00000100170, ENSG00000111700, ENSG00000074621, ENSG00000197375, ENSG00000151229, ENSG00000197208, ENSG00000169359, ENSG00000112394, ENSG00000168003, ENSG00000183023, ENSG00000155380, ENSG00000147100, ENSG00000123643, ENSG00000101187, ENSG00000165029	74	735	11044	3.6549365692222837	7.347616828660142E-4	4.083501061363771E-5	3.3517754376511885E-5
REACTOME_PATHWAY	R-HSA-425393~Transport of inorganic cations/anions and amino acids/oligopeptides	8	10.666666666666668	6.740420496961771E-6	ENSG00000177542, ENSG00000003989, ENSG00000103064, ENSG00000112394, ENSG00000074621, ENSG00000168003, ENSG00000183023, ENSG00000123643	74	108	11044	11.055055055055055	0.0011654170494390659	6.137330241970454E-5	5.037577424045113E-5
REACTOME_PATHWAY	R-HSA-70326~Glucose metabolism	7	9.333333333333334	3.2770977249648405E-5	ENSG00000111669, ENSG00000159322, ENSG00000120053, ENSG00000173599, ENSG00000111640, ENSG00000105220, ENSG00000100075	74	93	11044	11.233362394652719	0.005653430834822615	2.8346895320945873E-4	2.3267393847250367E-4
REACTOME_PATHWAY	R-HSA-5619102~SLC transporter disorders	7	9.333333333333334	4.4093517832967166E-5	ENSG00000169359, ENSG00000100170, ENSG00000111700, ENSG00000074621, ENSG00000197375, ENSG00000168003, ENSG00000155380	74	98	11044	10.66023166023166	0.007599324772963878	3.632465992906342E-4	2.981561682038732E-4
REACTOME_PATHWAY	R-HSA-611105~Respiratory electron transport	7	9.333333333333334	5.835835676539696E-5	ENSG00000073578, ENSG00000140374, ENSG00000171503, ENSG00000105379, ENSG00000143252, ENSG00000117118, ENSG00000204370	74	103	11044	10.142744686434007	0.010045493881186474	4.5890889638243974E-4	3.766766663948349E-4
REACTOME_PATHWAY	R-HSA-352230~Amino acid transport across the plasma membrane	5	6.666666666666667	6.218249930633687E-5	ENSG00000003989, ENSG00000103064, ENSG00000112394, ENSG00000168003, ENSG00000123643	74	33	11044	22.612612612612615	0.010700247530022411	4.6772053826070773E-4	3.839093435434711E-4
REACTOME_PATHWAY	R-HSA-75105~Fatty acyl-CoA biosynthesis	5	6.666666666666667	1.0940556527124465E-4	ENSG00000169710, ENSG00000149084, ENSG00000151726, ENSG00000099797, ENSG00000100075	74	38	11044	19.637268847795166	0.018750184818820292	7.886317829968885E-4	6.473162611881976E-4
REACTOME_PATHWAY	R-HSA-5619115~Disorders of transmembrane transporters	8	10.666666666666668	1.557101927547669E-4	ENSG00000169359, ENSG00000100170, ENSG00000111700, ENSG00000074621, ENSG00000197375, ENSG00000168003, ENSG00000155380, ENSG00000165029	74	176	11044	6.783783783783784	0.02658031690490681	0.001077514533862987	8.84433894847076E-4
REACTOME_PATHWAY	R-HSA-163200~Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	7	9.333333333333334	1.862540533596478E-4	ENSG00000073578, ENSG00000140374, ENSG00000171503, ENSG00000105379, ENSG00000143252, ENSG00000117118, ENSG00000204370	74	127	11044	8.226005533092147	0.03171126123808854	0.0012393058165853488	0.0010172336760411534
REACTOME_PATHWAY	R-HSA-9837999~Mitochondrial protein degradation	6	8.0	4.6283417990259767E-4	ENSG00000091140, ENSG00000196177, ENSG00000062485, ENSG00000131828, ENSG00000168291, ENSG00000137992	74	98	11044	9.137341423055709	0.07696566745545463	0.002965567152709237	0.0024341649461544026
REACTOME_PATHWAY	R-HSA-9006931~Signaling by Nuclear Receptors	9	12.0	7.503299275755909E-4	ENSG00000091140, ENSG00000169710, ENSG00000110435, ENSG00000150768, ENSG00000165092, ENSG00000131828, ENSG00000196139, ENSG00000168291, ENSG00000165029	74	298	11044	4.507346272446944	0.12177793938945503	0.004635967052520615	0.003805244632704782
REACTOME_PATHWAY	R-HSA-9818028~NFE2L2 regulates pentose phosphate pathway genes	3	4.0	0.0011760318347208937	ENSG00000163931, ENSG00000160211, ENSG00000142657	74	8	11044	55.96621621621622	0.18418954389550113	0.007015638186438434	0.005758500707943686
REACTOME_PATHWAY	R-HSA-879518~Transport of organic anions	3	4.0	0.0022805796864246875	ENSG00000111700, ENSG00000147100, ENSG00000101187	74	11	11044	40.70270270270271	0.32631380410342414	0.013151342858382365	0.010794743849076855
REACTOME_PATHWAY	R-HSA-425397~Transport of vitamins, nucleosides, and related molecules	4	5.333333333333334	0.002643938755738638	ENSG00000169359, ENSG00000111700, ENSG00000147100, ENSG00000101187	74	42	11044	14.213642213642213	0.36745704226508746	0.014754884023960788	0.012110945268222149
REACTOME_PATHWAY	R-HSA-8957322~Metabolism of steroids	6	8.0	0.003560791696376702	ENSG00000169710, ENSG00000149084, ENSG00000117594, ENSG00000111700, ENSG00000176387, ENSG00000196139	74	155	11044	5.777157802964255	0.4605020683031158	0.019250530108536546	0.015801013152671618
REACTOME_PATHWAY	R-HSA-200425~Carnitine metabolism	3	4.0	0.0037252332332165772	ENSG00000157184, ENSG00000197375, ENSG00000178537	74	14	11044	31.980694980694985	0.4756881985689688	0.019529253010499025	0.016029791488386482
REACTOME_PATHWAY	R-HSA-75876~Synthesis of very long-chain fatty acyl-CoAs	3	4.0	0.010827072460111444	ENSG00000149084, ENSG00000151726, ENSG00000099797	74	24	11044	18.655405405405407	0.8479122058459323	0.05509069222350822	0.0452189496863478
REACTOME_PATHWAY	R-HSA-210991~Basigin interactions	3	4.0	0.011718638472722937	ENSG00000103064, ENSG00000168003, ENSG00000155380	74	25	11044	17.90918918918919	0.8698798236512741	0.05792355587945909	0.04754419037504734
REACTOME_PATHWAY	R-HSA-70171~Glycolysis	4	5.333333333333334	0.012382242510850376	ENSG00000111669, ENSG00000159322, ENSG00000111640, ENSG00000105220	74	73	11044	8.177711958533877	0.8841548197238835	0.05950355428825319	0.0488410676816876
REACTOME_PATHWAY	R-HSA-425366~Transport of bile salts and organic acids, metal ions and amine compounds	4	5.333333333333334	0.017456958612882906	ENSG00000197375, ENSG00000155380, ENSG00000151229, ENSG00000197208	74	83	11044	7.192445457505698	0.9524857291218715	0.08162307675753358	0.06699697629809115
REACTOME_PATHWAY	R-HSA-196071~Metabolism of steroid hormones	3	4.0	0.023488201853802612	ENSG00000149084, ENSG00000117594, ENSG00000176387	74	36	11044	12.436936936936936	0.9836240465429924	0.10693312949231189	0.08777170166420976
REACTOME_PATHWAY	R-HSA-9748784~Drug ADME	4	5.333333333333334	0.03616891838881024	ENSG00000117594, ENSG00000111700, ENSG00000176387, ENSG00000155380	74	110	11044	5.4270270270270276	0.9982932872801981	0.16044161234010698	0.1316919592618219
REACTOME_PATHWAY	R-HSA-1989781~PPARA activates gene expression	4	5.333333333333334	0.042206250190009044	ENSG00000151726, ENSG00000157184, ENSG00000163586, ENSG00000165029	74	117	11044	5.102333102333103	0.9994244861608194	0.18254203207178912	0.1498321881745321
REACTOME_PATHWAY	R-HSA-400206~Regulation of lipid metabolism by PPARalpha	4	5.333333333333334	0.0440188829029321	ENSG00000151726, ENSG00000157184, ENSG00000163586, ENSG00000165029	74	119	11044	5.016579604814899	0.9995853025891349	0.18573821322456716	0.15245564322478922
REACTOME_PATHWAY	R-HSA-549127~Organic cation transport	2	2.666666666666667	0.06419278444997537	ENSG00000197375, ENSG00000197208	74	10	11044	29.848648648648652	0.9999896427279552	0.25239435704194857	0.2071676225431023
REACTOME_PATHWAY	R-HSA-9757110~Prednisone ADME	2	2.666666666666667	0.06419278444997537	ENSG00000117594, ENSG00000176387	74	10	11044	29.848648648648652	0.9999896427279552	0.25239435704194857	0.2071676225431023
REACTOME_PATHWAY	R-HSA-194002~Glucocorticoid biosynthesis	2	2.666666666666667	0.06419278444997537	ENSG00000117594, ENSG00000176387	74	10	11044	29.848648648648652	0.9999896427279552	0.25239435704194857	0.2071676225431023
REACTOME_PATHWAY	R-HSA-425561~Sodium/Calcium exchangers	2	2.666666666666667	0.08264549647694591	ENSG00000074621, ENSG00000183023	74	13	11044	22.96049896049896	0.9999996696797917	0.3177260197891476	0.2607924555494738
REACTOME_PATHWAY	R-HSA-549132~Organic cation/anion/zwitterion transport	2	2.666666666666667	0.09474744743918957	ENSG00000197375, ENSG00000197208	74	15	11044	19.8990990990991	0.9999999667977016	0.34148559181207905	0.2802945320076025
REACTOME_PATHWAY	R-HSA-189483~Heme degradation	2	2.666666666666667	0.09474744743918957	ENSG00000111700, ENSG00000163586	74	15	11044	19.8990990990991	0.9999999667977016	0.34148559181207905	0.2802945320076025
REACTOME_PATHWAY	R-HSA-2162123~Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	2	2.666666666666667	0.09474744743918957	ENSG00000107317, ENSG00000196139	74	15	11044	19.8990990990991	0.9999999667977016	0.34148559181207905	0.2802945320076025
