Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-75105~Fatty acyl-CoA biosynthesis	5	6.666666666666667	1.0940556527124465E-4	SLC25A1, ACSL1, FASN, TECR, HSD17B12	74	38	11044	19.637268847795166	0.018750184818820292	7.886317829968885E-4	6.473162611881976E-4
REACTOME_PATHWAY	R-HSA-5619115~Disorders of transmembrane transporters	8	10.666666666666668	1.557101927547669E-4	ABCA1, SLC24A1, SLC16A1, SLC22A5, SLCO1B3, SLC33A1, SLC3A2, SLC5A1	74	176	11044	6.783783783783784	0.02658031690490681	0.001077514533862987	8.84433894847076E-4
REACTOME_PATHWAY	R-HSA-163200~Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.	7	9.333333333333334	1.862540533596478E-4	ETFDH, SDHC, ETFA, SDHD, ETFB, SDHA, SDHB	74	127	11044	8.226005533092147	0.03171126123808854	0.0012393058165853488	0.0010172336760411534
REACTOME_PATHWAY	R-HSA-9837999~Mitochondrial protein degradation	6	8.0	4.6283417990259767E-4	CS, PDHA1, DBT, PDHB, ACADSB, DLD	74	98	11044	9.137341423055709	0.07696566745545463	0.002965567152709237	0.0024341649461544026
REACTOME_PATHWAY	R-HSA-9006931~Signaling by Nuclear Receptors	9	12.0	7.503299275755909E-4	ABCA1, PDHX, PDHA1, FASN, ALDH1A1, AKR1C3, DLAT, PDHB, DLD	74	298	11044	4.507346272446944	0.12177793938945503	0.004635967052520615	0.003805244632704782
REACTOME_PATHWAY	R-HSA-9818028~NFE2L2 regulates pentose phosphate pathway genes	3	4.0	0.0011760318347208937	G6PD, PGD, TKT	74	8	11044	55.96621621621622	0.18418954389550113	0.007015638186438434	0.005758500707943686
REACTOME_PATHWAY	R-HSA-879518~Transport of organic anions	3	4.0	0.0022805796864246875	SLCO4A1, SLCO1B3, SLC16A2	74	11	11044	40.70270270270271	0.32631380410342414	0.013151342858382365	0.010794743849076855
REACTOME_PATHWAY	R-HSA-425397~Transport of vitamins, nucleosides, and related molecules	4	5.333333333333334	0.002643938755738638	SLCO4A1, SLCO1B3, SLC33A1, SLC16A2	74	42	11044	14.213642213642213	0.36745704226508746	0.014754884023960788	0.012110945268222149
REACTOME_PATHWAY	R-HSA-8957322~Metabolism of steroids	6	8.0	0.003560791696376702	HSD11B1, HSD11B2, FASN, SLCO1B3, AKR1C3, HSD17B12	74	155	11044	5.777157802964255	0.4605020683031158	0.019250530108536546	0.015801013152671618
REACTOME_PATHWAY	R-HSA-200425~Carnitine metabolism	3	4.0	0.0037252332332165772	SLC22A5, CPT2, SLC25A20	74	14	11044	31.980694980694985	0.4756881985689688	0.019529253010499025	0.016029791488386482
REACTOME_PATHWAY	R-HSA-75876~Synthesis of very long-chain fatty acyl-CoAs	3	4.0	0.010827072460111444	ACSL1, TECR, HSD17B12	74	24	11044	18.655405405405407	0.8479122058459323	0.05509069222350822	0.0452189496863478
REACTOME_PATHWAY	R-HSA-210991~Basigin interactions	3	4.0	0.011718638472722937	SLC7A6, SLC16A1, SLC3A2	74	25	11044	17.90918918918919	0.8698798236512741	0.05792355587945909	0.04754419037504734
REACTOME_PATHWAY	R-HSA-70171~Glycolysis	4	5.333333333333334	0.012382242510850376	GPI, TPI1, ADPGK, GAPDH	74	73	11044	8.177711958533877	0.8841548197238835	0.05950355428825319	0.0488410676816876
REACTOME_PATHWAY	R-HSA-425366~Transport of bile salts and organic acids, metal ions and amine compounds	4	5.333333333333334	0.017456958612882906	SLC22A4, SLC16A1, SLC22A5, SLC2A13	74	83	11044	7.192445457505698	0.9524857291218715	0.08162307675753358	0.06699697629809115
REACTOME_PATHWAY	R-HSA-196071~Metabolism of steroid hormones	3	4.0	0.023488201853802612	HSD11B1, HSD11B2, HSD17B12	74	36	11044	12.436936936936936	0.9836240465429924	0.10693312949231189	0.08777170166420976
REACTOME_PATHWAY	R-HSA-9748784~Drug ADME	4	5.333333333333334	0.03616891838881024	HSD11B1, HSD11B2, SLC16A1, SLCO1B3	74	110	11044	5.4270270270270276	0.9982932872801981	0.16044161234010698	0.1316919592618219
REACTOME_PATHWAY	R-HSA-1989781~PPARA activates gene expression	4	5.333333333333334	0.042206250190009044	ABCA1, FABP1, CPT2, ACSL1	74	117	11044	5.102333102333103	0.9994244861608194	0.18254203207178912	0.1498321881745321
REACTOME_PATHWAY	R-HSA-400206~Regulation of lipid metabolism by PPARalpha	4	5.333333333333334	0.0440188829029321	ABCA1, FABP1, CPT2, ACSL1	74	119	11044	5.016579604814899	0.9995853025891349	0.18573821322456716	0.15245564322478922
REACTOME_PATHWAY	R-HSA-549127~Organic cation transport	2	2.666666666666667	0.06419278444997537	SLC22A4, SLC22A5	74	10	11044	29.848648648648652	0.9999896427279552	0.25239435704194857	0.2071676225431023
REACTOME_PATHWAY	R-HSA-9757110~Prednisone ADME	2	2.666666666666667	0.06419278444997537	HSD11B1, HSD11B2	74	10	11044	29.848648648648652	0.9999896427279552	0.25239435704194857	0.2071676225431023
REACTOME_PATHWAY	R-HSA-194002~Glucocorticoid biosynthesis	2	2.666666666666667	0.06419278444997537	HSD11B1, HSD11B2	74	10	11044	29.848648648648652	0.9999896427279552	0.25239435704194857	0.2071676225431023
REACTOME_PATHWAY	R-HSA-425561~Sodium/Calcium exchangers	2	2.666666666666667	0.08264549647694591	SLC24A1, SLC8A1	74	13	11044	22.96049896049896	0.9999996696797917	0.3177260197891476	0.2607924555494738
REACTOME_PATHWAY	R-HSA-189483~Heme degradation	2	2.666666666666667	0.09474744743918957	FABP1, SLCO1B3	74	15	11044	19.8990990990991	0.9999999667977016	0.34148559181207905	0.2802945320076025
REACTOME_PATHWAY	R-HSA-549132~Organic cation/anion/zwitterion transport	2	2.666666666666667	0.09474744743918957	SLC22A4, SLC22A5	74	15	11044	19.8990990990991	0.9999999667977016	0.34148559181207905	0.2802945320076025
REACTOME_PATHWAY	R-HSA-2162123~Synthesis of Prostaglandins (PG) and Thromboxanes (TX)	2	2.666666666666667	0.09474744743918957	AKR1C3, PTGDS	74	15	11044	19.8990990990991	0.9999999667977016	0.34148559181207905	0.2802945320076025
