"","Reactions","bTS","mTS","wTS","rTS","Reaction Names","pathways","GPR","FC TTT vs Ctrl"
"12","MAR00159",12.6336678242,-0.25397457531423,8.0751060652208,-0.25397457531423,"C40CPT1(MAR00159)","Carnitine shuttle (cytosolic)","ENSG00000110090 or ENSG00000169169 or ENSG00000205560",-0.600887087973864
"13","MAR00161",12.5243552959566,-0.253975724278774,7.93284335587125,-0.253975724278774,"C4CRNCPT2(MAR00161)","Carnitine shuttle (mitochondrial)","ENSG00000095321 or ENSG00000157184",-0.600887087973862
"14","MAR00179",0.148630433358015,0.0453249376610266,429.872568464074,0.0453249376610266,"DCATDc(MAR00179)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"15","MAR00180",621.085178845046,0.0375372078229572,422.567232539203,0.0375372078229572,"HMR_0180(MAR00180)","Fatty acid activation (cytosolic)","ENSG00000005187 or ENSG00000066813 or ENSG00000166743 or ENSG00000183549 or ENSG00000183747 or ENSG00000215009",-1.47995799830631
"16","MAR00182",621.085178845046,0.0375372071918987,422.567232539203,0.0375372071918987,"HMR_0182(MAR00182)","Transport reactions",NA,-0.512083125427011
"17","MAR00187",881.941565259748,0.0478708093722301,507.963667237624,0.0478708093722301,"DDCAte(MAR00187)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-0.512083125427035
"18","MAR00188",1051.29188581362,0.0365741282239226,340.944491356333,0.0365741282239226,"HMR_0188(MAR00188)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642",-0.547760868921874
"19","MAR00190",787.26411362862,0.147943794643604,423.586837327835,0.147943794643604,"DDCAFATP(MAR00190)","Transport reactions","ENSG00000074410 or ENSG00000104267 or ENSG00000107159 or ENSG00000118298 or ENSG00000131686 or ENSG00000133742 or ENSG00000159593 or ENSG00000164879 or ENSG00000165029 or ENSG00000166747 or ENSG00000167434 or ENSG00000168748 or ENSG00000169239 or ENSG00000174990 or ENSG00000178538 or ENSG00000185015",-0.512083125426927
"20","MAR00191",835.293223820245,0.0448931349588379,442.560309977251,0.0448931349588379,"HMR_0191(MAR00191)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"21","MAR00192",536.497778197339,0.0378800252590554,349.533582009287,0.0378800252590554,"HMR_0192(MAR00192)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642",-0.888876930727904
"22","MAR00194",817.206885853718,0.0459991266149778,477.834792706545,0.0459991266149778,"HMR_0194(MAR00194)","Transport reactions","ENSG00000165029",-1.48369201214097
"23","MAR00195",802.953379160321,0.0374357935030075,437.491806766684,0.0374357935030075,"TTDCAtr(MAR00195)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"24","MAR00196",0.148630433358015,0.0461539118168966,452.643868794005,0.0461539118168966,"FACOAL140i(MAR00196)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642",-1.3189163867388
"25","MAR00198",794.33328551351,-0.17959155080772,430.704113744135,-0.17959155080772,"r1529(MAR00198)","Transport reactions","ENSG00000165029",-1.48369201214097
"26","MAR00199",0.148630433358015,0.032729660520292,442.83627767295,0.032729660520292,"TTDCEAt(MAR00199)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"27","MAR00202",0.148630433358015,0.0414477344625031,301.664709562055,0.0414477344625031,"TTDCEAATP(MAR00202)","Transport reactions","ENSG00000165029",-1.48369201214097
"28","MAR00203",695.26344118883,0.0434014630158523,417.508312057568,0.0434014630158523,"HMR_0203(MAR00203)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"29","MAR00207",766.599115784213,0.0447948437078391,452.356573022204,0.0447948437078391,"HMR_0207(MAR00207)","Transport reactions","ENSG00000165029",-1.48369201214097
"30","MAR00208",820.772094638548,0.0444844472681181,455.113835357084,0.0444844472681181,"HMR_0208(MAR00208)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"31","MAR00209",880.311790775961,0.0399053979010174,342.582469715897,0.0399053979010174,"HMR_0209(MAR00209)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642",-1.05572028672206
"32","MAR00211",694.551713541345,0.0323966224107458,462.029365685142,0.0323966224107458,"HMR_0211(MAR00211)","Transport reactions","ENSG00000165029",-1.48369201214097
"33","MAR00212",734.336998135752,0.0423031279554622,420.059740340056,0.0423031279554622,"PTDCAt(MAR00212)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"34","MAR00213",563.309344191564,0.0374564354928712,579.240017967535,0.0374564354928712,"FACOAL150(MAR00213)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642",-0.82927440319949
"35","MAR00215",955.389457707157,0.0466577652163736,414.92050028128,0.0466577652163736,"HMR_0215(MAR00215)","Transport reactions","ENSG00000165029",-1.48369201214097
"36","MAR00216",0.148630433358015,0.0332427611415789,482.274946943134,0.0332427611415789,"HDCAtr(MAR00216)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"37","MAR00224",764.063819662946,0.0878707657689474,371.155185389133,0.0878707657689474,"r1515(MAR00224)","Transport reactions","ENSG00000165029",-1.48369201214097
"38","MAR00231",792.934831853242,0.0399369160759983,443.997618382346,0.0399369160759983,"r1523(MAR00231)","Transport reactions","ENSG00000165029",-1.48369201214097
"39","MAR00232",688.418109330754,0.0367243851470531,289.411890123283,0.0367243851470531,"HMR_0232(MAR00232)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"40","MAR00233",702.811713343876,-0.0258316388372887,286.759562603132,-0.0258316388372887,"HMR_0233(MAR00233)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642",-1.10444182050261
"41","MAR00235",707.530817600672,-0.0379211047907513,389.208698798204,-0.0379211047907513,"HMR_0235(MAR00235)","Transport reactions","ENSG00000165029",-1.48369201214097
"42","MAR00236",560.786220181991,0.0413602861693203,445.423441641607,0.0413602861693203,"HPDCAt(MAR00236)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"43","MAR00239",699.648746840371,0.049118779964795,465.60024401626,0.049118779964795,"HMR_0239(MAR00239)","Transport reactions","ENSG00000165029",-1.48369201214097
"44","MAR00240",650.171622488979,0.0313724666893846,429.460131579417,0.0313724666893846,"HMR_0240(MAR00240)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"45","MAR00243",804.975398080581,0.0346841994773647,431.292309139917,0.0346841994773647,"HMR_0243(MAR00243)","Transport reactions","ENSG00000165029",-1.48369201214097
"46","MAR00244",753.94918072854,0.0312789894662037,620.393578839738,0.0312789894662037,"HMR_0244(MAR00244)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"47","MAR00247",896.123366732824,0.0346308680319995,433.847654462212,0.0346308680319995,"HMR_0247(MAR00247)","Transport reactions","ENSG00000165029",-1.48369201214097
"48","MAR00248",849.331307231975,0.0333566320858542,438.29958035596,0.0333566320858542,"OCDCAtr(MAR00248)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"49","MAR00249",737.816679987199,0.0527586360688526,460.708887707942,0.0527586360688526,"FACOAL180i(MAR00249)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000119673 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000177465 or ENSG00000197142 or ENSG00000239642",-0.709004092974925
"50","MAR00253",658.223871514233,0.0169902307085271,338.755541335195,0.0169902307085271,"HMR_0253(MAR00253)","Transport reactions","ENSG00000165029",-1.48369201214097
"51","MAR00254",535.449350782975,0.0320525105459292,440.66132720329,0.0320525105459292,"HMR_0254(MAR00254)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"52","MAR00257",735.490950229098,0.033207666901482,413.943153759255,0.033207666901482,"HMR_0257(MAR00257)","Transport reactions","ENSG00000165029",-1.48369201214097
"53","MAR00258",675.450649731818,0.0410347599873814,292.480240178787,0.0410347599873814,"VACCt(MAR00258)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"54","MAR00261",681.267560710612,0.0284520100490903,466.601094788512,0.0284520100490903,"HMR_0261(MAR00261)","Transport reactions","ENSG00000165029",-1.48369201214097
"55","MAR00262",791.900575153359,0.0346867341276267,456.458023123268,0.0346867341276267,"OCDCEAtr(MAR00262)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"56","MAR00265",663.84911707797,0.0282037846365953,343.059490902472,0.0282037846365953,"r1516(MAR00265)","Transport reactions","ENSG00000165029",-1.48369201214097
"57","MAR00266",841.685206745842,0.0349673045644894,713.417351324071,0.0349673045644894,"ELAIDt(MAR00266)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"58","MAR00269",828.760442462049,-0.0182463882208105,270.315357106766,-0.0182463882208105,"r1519(MAR00269)","Transport reactions","ENSG00000165029",-1.48369201214097
"59","MAR00270",670.129648298221,0.0319918982236646,469.680846965358,0.0319918982236646,"HMR_0270(MAR00270)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"60","MAR00273",703.195956669435,0.032378416828986,464.768008802098,0.032378416828986,"HMR_0273(MAR00273)","Transport reactions","ENSG00000165029",-1.48369201214097
"61","MAR00274",832.437080818839,0.0341000097779415,498.77569055495,0.0341000097779415,"LNELDCt(MAR00274)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"62","MAR00277",794.705793662538,0.0321893349279173,417.701623806729,0.0321893349279173,"HMR_0277(MAR00277)","Transport reactions","ENSG00000165029",-1.48369201214097
"63","MAR00278",668.003825336585,0.0318564973961389,426.509860607854,0.0318564973961389,"HMR_0278(MAR00278)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"64","MAR00279",750.789986829856,0.0470693473980476,404.472088407837,0.0470693473980476,"HMR_0279(MAR00279)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642",-0.817148542717636
"65","MAR00281",895.775814015517,0.042840719900146,490.783670571333,0.042840719900146,"HMR_0281(MAR00281)","Transport reactions","ENSG00000165029",-1.48369201214097
"66","MAR00282",829.519615480251,0.0342087209620937,438.674524108639,0.0342087209620937,"ARACHt(MAR00282)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"67","MAR00283",710.775469936178,-0.0266381925989054,492.305406334834,-0.0266381925989054,"FACOAL200(MAR00283)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642",-1.47795547445781
"68","MAR00287",818.671252209691,-0.000100920575057954,498.235109509006,-0.000100920575057954,"HMR_0287(MAR00287)","Transport reactions","ENSG00000165029",-1.48369201214097
"69","MAR00288",0.148630433358015,0.0510478360710162,440.552819708075,0.0510478360710162,"HMR_0288(MAR00288)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"70","MAR00291",805.476609083002,0.0327338141574164,464.335431354868,0.0327338141574164,"HMR_0291(MAR00291)","Transport reactions","ENSG00000165029",-1.48369201214097
"71","MAR00292",755.91893690573,0.0328991414079473,457.545826534749,0.0328991414079473,"HMR_0292(MAR00292)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"72","MAR00295",764.343722159563,0.0433592964816578,404.052141980755,0.0433592964816578,"CE2510t(MAR00295)","Transport reactions","ENSG00000165029",-1.48369201214097
"73","MAR00296",858.731728222484,0.0317823661729273,429.023241686032,0.0317823661729273,"HMR_0296(MAR00296)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"74","MAR00299",735.68017217609,0.0328933208750242,259.536634628236,0.0328933208750242,"HMR_0299(MAR00299)","Transport reactions","ENSG00000165029",-1.48369201214097
"75","MAR00300",819.227002659618,0.0315946843290778,433.57252343575,0.0315946843290778,"HMR_0300(MAR00300)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"76","MAR00303",776.293404922749,0.0274293637487845,477.013086536383,0.0274293637487845,"HMR_0303(MAR00303)","Transport reactions","ENSG00000165029",-1.48369201214097
"77","MAR00307",786.99531080889,0.0314699727222623,432.951893810503,0.0314699727222623,"HMR_0307(MAR00307)","Transport reactions","ENSG00000165029",-1.48369201214097
"78","MAR00308",793.178194377872,0.0473871506868615,529.852859530799,0.0473871506868615,"HMR_0308(MAR00308)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"79","MAR00309",852.573129210807,0.0466950199878721,513.9373713087,0.0466950199878721,"HMR_0309(MAR00309)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642",-0.746412817722736
"80","MAR00311",684.365800686983,0.0456153285330428,439.624108775875,0.0456153285330428,"HMR_0311(MAR00311)","Transport reactions","ENSG00000165029",-1.48369201214097
"81","MAR00312",812.334623953761,0.0336863071709002,499.445125058497,0.0336863071709002,"DOCOSACTDe(MAR00312)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"82","MAR00317",742.375756462718,-0.0182218096540718,495.924669482028,-0.0182218096540718,"HMR_0317(MAR00317)","Transport reactions","ENSG00000165029",-1.48369201214097
"83","MAR00318",816.869992700143,0.038311211842607,437.616328803217,0.038311211842607,"CE2512te(MAR00318)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"84","MAR00321",794.44559653695,0.0443927795414532,438.459091011532,0.0443927795414532,"HMR_0321(MAR00321)","Transport reactions","ENSG00000165029",-1.48369201214097
"85","MAR00322",830.113648653631,0.0314202248288693,441.716401419317,0.0314202248288693,"HMR_0322(MAR00322)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"86","MAR00325",793.303131718212,0.0282454554795919,423.916624193188,0.0282454554795919,"HMR_0325(MAR00325)","Transport reactions","ENSG00000165029",-1.48369201214097
"87","MAR00326",774.304371845249,0.0420485224301431,476.562783450448,0.0420485224301431,"HMR_0326(MAR00326)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"88","MAR00327",821.09773053686,0.0450773264469806,438.772602409235,0.0450773264469806,"HMR_0327(MAR00327)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642",-0.713232057021928
"89","MAR00329",729.465022031826,0.021730069489103,279.534573008111,0.021730069489103,"HMR_0329(MAR00329)","Transport reactions","ENSG00000165029",-1.48369201214097
"90","MAR00330",668.455089795445,0.0338634166449092,432.211503682046,0.0338634166449092,"LGNCt(MAR00330)","Transport reactions","ENSG00000113396 or ENSG00000121769 or ENSG00000130304 or ENSG00000135218 or ENSG00000143554 or ENSG00000145384 or ENSG00000163586 or ENSG00000164434 or ENSG00000164687 or ENSG00000167114 or ENSG00000170231 or ENSG00000170323 or ENSG00000197416 or ENSG00000205186",-1.48369201214097
"91","MAR00331",885.074379661682,0.0040791412850371,465.611622653001,0.0040791412850371,"FACOAL240(MAR00331)","Fatty acid activation (cytosolic)","ENSG00000068366 or ENSG00000103740 or ENSG00000123983 or ENSG00000130377 or ENSG00000140284 or ENSG00000151726 or ENSG00000164398 or ENSG00000197142 or ENSG00000239642",-1.47795547445781
