Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa00630:Glyoxylate and dicarboxylate metabolism	5	6.666666666666667	6.091659435910728E-5	CS, GCSH, GLDC, AMT, DLD	64	30	8644	22.510416666666668	0.0059522229970272456	5.427114770175011E-4	4.7071913822946534E-4
KEGG_PATHWAY	hsa00640:Propanoate metabolism	5	6.666666666666667	7.906508914831083E-5	BCKDHA, BCKDHB, DBT, SUCLG1, DLD	64	32	8644	21.103515625	0.007718741396956275	6.456982280445384E-4	5.600443814672017E-4
KEGG_PATHWAY	hsa05415:Diabetic cardiomyopathy	9	12.0	1.0303536579719041E-4	G6PD, PDHA1, CPT2, SDHC, SDHD, PDHB, SDHA, GAPDH, SDHB	64	203	8644	5.987992610837439	0.010047172602212107	7.767281421634354E-4	6.73692776366245E-4
KEGG_PATHWAY	hsa00620:Pyruvate metabolism	5	6.666666666666667	3.613791687158984E-4	PC, PDHA1, DLAT, PDHB, DLD	64	47	8644	14.368351063829786	0.0348015578269808	0.002529654181011289	0.0021940878100608118
KEGG_PATHWAY	hsa00260:Glycine, serine and threonine metabolism	4	5.333333333333334	0.0030083099949728613	GCSH, GLDC, AMT, DLD	64	40	8644	13.506250000000001	0.2556610108883923	0.019654291967156026	0.017047089971512882
KEGG_PATHWAY	hsa04714:Thermogenesis	7	9.333333333333334	0.006644739049967751	CPT2, ACSL1, SDHC, SLC25A20, SDHD, SDHA, SDHB	64	232	8644	4.075161637931035	0.47970407046891994	0.04069902668105247	0.03530017620295368
KEGG_PATHWAY	hsa00140:Steroid hormone biosynthesis	4	5.333333333333334	0.010281127986484109	HSD11B1, HSD11B2, AKR1C3, HSD17B12	64	62	8644	8.713709677419356	0.6367869479430924	0.05926767898090839	0.051405639932420547
KEGG_PATHWAY	hsa00071:Fatty acid degradation	3	4.0	0.03898694551462362	CPT2, ACSL1, ACADSB	64	43	8644	9.42296511627907	0.9797012102217875	0.20113195307873832	0.17445118379278324
KEGG_PATHWAY	hsa04974:Protein digestion and absorption	4	5.333333333333334	0.03899497049485743	SLC36A1, SLC3A2, SLC16A10, SLC8A1	64	103	8644	5.245145631067961	0.9797178150744846	0.20113195307873832	0.17445118379278324
KEGG_PATHWAY	hsa00190:Oxidative phosphorylation	4	5.333333333333334	0.07393076989608166	SDHC, SDHD, SDHA, SDHB	64	134	8644	4.031716417910448	0.999461657665527	0.3622607724908002	0.31420577205834704
KEGG_PATHWAY	hsa05208:Chemical carcinogenesis - reactive oxygen species	5	6.666666666666667	0.07907758448835764	AKR1C3, SDHC, SDHD, SDHA, SDHB	64	223	8644	3.028307174887892	0.9996882127819565	0.3690287276123357	0.3200759372147809
KEGG_PATHWAY	hsa05230:Central carbon metabolism in cancer	3	4.0	0.09213234284750815	G6PD, PDHA1, PDHB	64	70	8644	5.788392857142857	0.9999230498676523	0.41040770904799084	0.35596587009264513
